Split,Eval Mode,Model,n_early,Features,R²,MAE,RMSE,MAPE,Cell R²,Train (s),Predict (s),n_train,n_test
ISU_only,combined,LightGBM,30,top3,0.8590581211250505,0.03624658104244184,0.05403361465052916,5.293582077527187,0.7380539050979074,9.77,1.0465,201,50
ISU_only,combined,XGBoost,30,top3,0.8420255848609438,0.03923530674703132,0.05720544534609625,5.782636667320268,0.7319091963517351,4.5,0.9563,201,50
ISU_only,combined,GradBoost,30,top3,0.8713779637493686,0.0341135735126157,0.051618060609417815,5.039149197112766,0.7376908869006751,99.81,0.6076,201,50
ISU_only,combined,LightGBM,30,top5,0.9182289663163683,0.025904127652528152,0.041157002457809594,3.7293676942118825,0.8389034987556614,10.89,1.1891,201,50
ISU_only,combined,XGBoost,30,top5,0.9008107100305245,0.028738194368040215,0.04532902560926004,4.146919327590562,0.8081104361145829,5.51,1.0016,201,50
ISU_only,combined,GradBoost,30,top5,0.926552853607258,0.024731661920379976,0.03900600358771865,3.5956244493339624,0.8394688733998535,129.19,0.8207,201,50
ISU_only,combined,LightGBM,30,top10,0.8960917933467082,0.028983067261330354,0.04639475840939059,4.19920593049949,0.7968852843889495,13.82,1.1595,201,50
ISU_only,combined,XGBoost,30,top10,0.8896061059425271,0.02990159085272084,0.047820765002106844,4.283357565080537,0.76616919942054,8.01,1.0018,201,50
ISU_only,combined,GradBoost,30,top10,0.9063746054887771,0.027929755415251535,0.04403934217653194,4.018326183082657,0.8071918545113257,161.83,0.7461,201,50
ISU_only,combined,LightGBM,30,top20,0.8940189412752007,0.029810219709883783,0.04685523492519851,4.303599029424578,0.7922001267518702,18.74,1.0702,201,50
ISU_only,combined,XGBoost,30,top20,0.8899216801269451,0.029871134254161658,0.04775236538932598,4.299950721951838,0.7821577580374792,12.23,1.0339,201,50
ISU_only,combined,GradBoost,30,top20,0.9165604130834824,0.02683496119876497,0.04157479012718621,3.8627335845730726,0.8181126636060153,229.51,0.7636,201,50
ISU_only,combined,LightGBM,30,all,0.884594263196619,0.03156746447507593,0.04889423909349405,4.512597922601576,0.7581300020276589,29.76,1.1765,201,50
ISU_only,combined,XGBoost,30,all,0.8822958074626089,0.031208600081264897,0.04937873490917389,4.4748777454336555,0.7439163298021301,22.02,1.0811,201,50
ISU_only,combined,GradBoost,30,all,0.9037461847031543,0.028839415805162923,0.04465323927843986,4.129983141133787,0.7894961746327255,339.24,0.8341,201,50
ISU_only,combined,LightGBM,50,top3,0.8610433991693021,0.037017820459224186,0.05364161631893503,5.480640975372193,0.4369301904557301,9.28,1.0755,201,50
ISU_only,combined,XGBoost,50,top3,0.8482290314347486,0.03843854637482881,0.056060454886381665,5.728303444728029,0.36582081691881696,4.5,1.0201,201,50
ISU_only,combined,GradBoost,50,top3,0.8775925304777056,0.03400469040029797,0.05034614526621819,5.080269758064417,0.06826358541936174,103.13,0.7923,201,50
ISU_only,combined,LightGBM,50,top5,0.9168857189355354,0.026852317950444234,0.04148585937155168,3.8892436416090526,0.5717095465537091,14.21,1.1278,201,50
ISU_only,combined,XGBoost,50,top5,0.9018132290871456,0.028717875919731985,0.04509088437864289,4.175260319981346,0.4492955383867542,5.73,1.0247,201,50
ISU_only,combined,GradBoost,50,top5,0.9239228187039065,0.025413469338066572,0.039690765150491976,3.7294607568126565,0.5922763970454293,124.9,0.8118,201,50
ISU_only,combined,LightGBM,50,top10,0.9068699956539572,0.02833603442402431,0.043914412414109184,4.130114315525089,0.44491820512720787,13.98,1.1248,201,50
ISU_only,combined,XGBoost,50,top10,0.9062687065336662,0.027539900198646914,0.044055949905600016,3.971294181314919,0.45862509811377367,7.69,1.0515,201,50
ISU_only,combined,GradBoost,50,top10,0.9169051134086467,0.026734318062211188,0.041481018787498006,3.8801295724244995,0.5488330720984925,160.48,0.7779,201,50
ISU_only,combined,LightGBM,50,top20,0.9015874675856049,0.02911508225987786,0.04514269350106216,4.219053277339917,-0.07136358486053704,19.23,1.125,201,50
ISU_only,combined,XGBoost,50,top20,0.8890257738910066,0.030487397379659855,0.04793727325839037,4.398409388570535,0.2827538688504607,12.17,1.0316,201,50
ISU_only,combined,GradBoost,50,top20,0.9097879046810992,0.028191838578918778,0.04322098394863658,4.045327061923317,0.3188342831224752,226.17,0.7527,201,50
ISU_only,combined,LightGBM,50,all,0.900699625791349,0.029933303524756785,0.04534586670823028,4.2864758012810364,-0.05345075098081371,27.84,1.0965,201,50
ISU_only,combined,XGBoost,50,all,0.8763384216640548,0.030824208616857956,0.050603395277473165,4.457246322930208,0.06639553404560272,23.3,1.0462,201,50
ISU_only,combined,GradBoost,50,all,0.8947897491708744,0.02988973902019079,0.0466757486556474,4.249241416452676,0.1528188136386579,368.28,0.7804,201,50
ISU_only,combined,Transformer,3,all,0.7749596096539786,0.059898351253743404,0.0717319104057254,8.258005891699986,0.6351321888840958,40.79,0.0262,201,50
ISU_only,combined,LSTM_Attn,3,all,0.9437794417903496,0.024539064316043028,0.03585334976109019,3.616368959456927,0.8599837256747915,106.1,0.0296,201,50
ISU_only,combined,TCN,3,all,0.5829465981534614,0.07804142931953541,0.097651292325061,11.077975365898233,0.33155320855145265,51.61,0.024,201,50
ISU_only,combined,PINN,3,all,0.8779363295442036,0.040185743182219354,0.052829362943402784,5.697570590623345,0.698252224956892,139.7,0.0455,201,50
ISU_only,combined,HYBRID,3,all,0.9261983510287712,0.028632507080746203,0.04107855837239222,4.095135024485882,0.8058255555279064,86.44,0.0364,201,50
ISU_only,combined,Transformer,5,all,0.8626758519979658,0.040635647855778334,0.05598624385357093,5.945085151940888,0.7313498070098234,72.0,0.0248,201,50
ISU_only,combined,LSTM_Attn,5,all,0.8044763107859678,0.05384942544314682,0.06680478434257645,7.544571805928689,0.6821167612674242,55.57,0.039,201,50
ISU_only,combined,TCN,5,all,0.581880797445939,0.08536780489600643,0.09769175947749581,11.3222984861143,0.1049906267038348,59.41,0.0212,201,50
ISU_only,combined,PINN,5,all,0.8558964237635729,0.04562830768597472,0.057351562478962795,6.344903165221186,0.7214409904565919,123.91,0.0504,201,50
ISU_only,combined,HYBRID,5,all,0.9268101582428823,0.02865276648320674,0.04087269541604025,4.190845564358562,0.8258864599349832,91.47,0.024,201,50
ISU_only,combined,Transformer,10,all,0.8035398321683778,0.05356664759465824,0.06682718420101469,7.470649219645948,0.6730860881083807,53.31,0.038,201,50
ISU_only,combined,LSTM_Attn,10,all,0.8640762994927604,0.042247590898164246,0.055585754084574855,6.227985730255348,0.7509725955580958,95.18,0.0436,201,50
ISU_only,combined,TCN,10,all,0.7760816505786475,0.05587399191476222,0.07134454112324118,8.063916946161932,0.6161697107899701,60.39,0.0287,201,50
ISU_only,combined,PINN,10,all,0.8815117895300985,0.03844221774235131,0.05189834121967372,5.571752425743778,0.7536542679293096,127.76,0.0407,201,50
ISU_only,combined,HYBRID,10,all,0.8949010199616603,0.0353856875339037,0.04887819476448559,5.184370104365153,0.77848625211116,78.73,0.0218,201,50
ISU_only,combined,Transformer,15,all,0.829696703355211,0.046900966161248614,0.062100471972960015,6.830633686040019,0.6369444901033842,55.17,0.0217,201,50
ISU_only,combined,LSTM_Attn,15,all,0.6612745633743107,0.0752204858530442,0.08758047152770665,10.195584051721648,0.4787266874209447,43.4,0.0303,201,50
ISU_only,combined,TCN,15,all,0.10322902125007816,0.12446803105574793,0.1425030455291864,16.427136308543787,-0.24492523304284666,30.78,0.0217,201,50
ISU_only,combined,PINN,15,all,0.8476296204867886,0.04477255718379372,0.05873996022015971,6.306571316709854,0.7082400450299267,133.55,0.0472,201,50
ISU_only,combined,HYBRID,15,all,0.9468151622863401,0.02476086950190078,0.03470382084218099,3.637931342292449,0.8982297992979261,142.04,0.0437,201,50
ISU_only,combined,Transformer,30,all,0.8924866533636603,0.03637582115698986,0.049094478709861535,5.274513496153176,0.7807694918970987,78.26,0.0229,201,50
ISU_only,combined,LSTM_Attn,30,all,0.821469465267806,0.047455809386011155,0.06326415556872036,6.989321021261391,0.6013178123972598,56.61,0.0333,201,50
ISU_only,combined,TCN,30,all,0.0436060074772453,0.1283174341787057,0.14642656769331666,16.76126266338212,-0.4675010465956361,33.1,0.0303,201,50
ISU_only,combined,PINN,30,all,0.8649824763550414,0.04204633384213938,0.05501695270084964,6.156079514511609,0.7166817708044902,125.24,0.0507,201,50
ISU_only,combined,HYBRID,30,all,0.6040539610788818,0.06974689424127281,0.09421487233900366,10.410558288079788,0.33046040653710923,60.0,0.0422,201,50
ISU_only,combined,Transformer,50,all,0.758178521091572,0.06228919484271993,0.07323071246663247,8.59348988462998,0.335057693862322,68.96,0.022,201,50
ISU_only,combined,LSTM_Attn,50,all,0.9631655095346225,0.019499448107106156,0.028580719411271376,2.8305135879573733,-0.32868335483274125,121.72,0.0306,201,50
ISU_only,combined,TCN,50,all,0.6893803377552863,0.06599213229580948,0.08299659865082394,9.289465753908233,0.27361072083735594,48.63,0.0318,201,50
ISU_only,combined,PINN,50,all,0.8133121261388954,0.05090230448492739,0.06434338102284988,7.243670790317328,0.6121127664700144,102.78,0.0331,201,50
ISU_only,combined,HYBRID,50,all,0.9317675305487837,0.027088993261796694,0.0388992625189069,3.983223956498668,0.7643655243299021,86.57,0.0477,201,50
UofM_only,combined,LightGBM,3,top3,0.4453055043598989,0.0345807162571563,0.04560539592030246,4.108744009811701,0.2658045317193095,9.27,0.0892,17,4
UofM_only,combined,XGBoost,3,top3,0.5927535729981857,0.033850749829750296,0.039076705654732174,3.9273577378450444,0.43593889608280734,1.04,0.0815,17,4
UofM_only,combined,GradBoost,3,top3,0.41700254855277763,0.03685944536434956,0.04675441531949032,4.373839574711419,0.22400943100707837,35.81,0.0475,17,4
UofM_only,combined,LightGBM,3,top5,0.5959157504371633,0.027860569146676645,0.03892469906478383,3.239928005602398,0.40616028710078933,5.04,0.0792,17,4
UofM_only,combined,XGBoost,3,top5,0.6502131193512781,0.030060470270375977,0.036215214386594564,3.4922643968862666,0.5850405807426426,0.95,0.0756,17,4
UofM_only,combined,GradBoost,3,top5,0.4923368328431159,0.03152158777103586,0.04362918794283756,3.6936314241039594,0.264159983009979,34.97,0.0475,17,4
UofM_only,combined,LightGBM,3,top10,0.7240590044194984,0.026315715011128595,0.03216602651950447,3.0887079728435243,0.685871698142956,5.01,0.0805,17,4
UofM_only,combined,XGBoost,3,top10,0.6337150852670891,0.028982585126696034,0.03705943711346229,3.428343398366636,0.6570860911085572,1.1,0.0798,17,4
UofM_only,combined,GradBoost,3,top10,0.7542700349663474,0.024705763660711647,0.03035416997000829,2.880732313437808,0.718341516719803,37.67,0.0477,17,4
UofM_only,combined,LightGBM,3,top20,0.7105042294212833,0.026247779294660163,0.03294658563328412,3.1064350408014163,0.631388339978143,7.45,0.1026,17,4
UofM_only,combined,XGBoost,3,top20,0.6159439162023557,0.029895288038031785,0.037947802077910445,3.5630934774466896,0.6123747625862718,2.2,0.0926,17,4
UofM_only,combined,GradBoost,3,top20,0.6619837068990464,0.02966032817766652,0.035600665750682325,3.5162666122222603,0.6408825087597202,43.33,0.0589,17,4
UofM_only,combined,LightGBM,3,all,0.7177689039713946,0.02547745905564352,0.032530574520016134,3.0322903358483284,0.6311220462892524,8.74,0.0769,17,4
UofM_only,combined,XGBoost,3,all,0.6376612440855716,0.029293926720416235,0.03685926719198458,3.5100791106846225,0.6184694280910168,2.04,0.0749,17,4
UofM_only,combined,GradBoost,3,all,0.6288321150377985,0.03143993165730731,0.03730564028698876,3.7218183893701218,0.6146574844265176,50.48,0.0509,17,4
UofM_only,combined,LightGBM,5,top3,0.42621104283456,0.034729624645794106,0.04575383629434009,4.128666101889315,0.22382866755667397,4.54,0.077,17,4
UofM_only,combined,XGBoost,5,top3,0.5817363870571799,0.033846987447098804,0.039063977698388215,3.931104602831069,0.4056015433325747,0.84,0.074,17,4
UofM_only,combined,GradBoost,5,top3,0.39653160484784356,0.03708156380551439,0.0469222345557199,4.401367555582222,0.17830092541889764,34.85,0.0475,17,4
UofM_only,combined,LightGBM,5,top5,0.5548227012937096,0.029062226637092427,0.040301195194217876,3.3834327832535003,0.3268947151111632,5.06,0.0801,17,4
UofM_only,combined,XGBoost,5,top5,0.6262286200400338,0.030548851045536656,0.03692788571177487,3.5475729128021363,0.5444164555400931,0.9,0.0728,17,4
UofM_only,combined,GradBoost,5,top5,0.5772768070418158,0.029844438484177997,0.03927167809183815,3.492926480569067,0.375637942324901,36.15,0.0557,17,4
UofM_only,combined,LightGBM,5,top10,0.716531391176963,0.026128112552025653,0.03215910156119753,3.0743297206915785,0.669492651717432,5.07,0.0777,17,4
UofM_only,combined,XGBoost,5,top10,0.6674808067693576,0.027720437915609145,0.03483050571220994,3.280842643895579,0.6735224194842839,1.15,0.0796,17,4
UofM_only,combined,GradBoost,5,top10,0.7117210436689142,0.025894455404585088,0.0324308171503073,3.0315192783775684,0.6852949332078966,36.4,0.056,17,4
UofM_only,combined,LightGBM,5,top20,0.7615869880946877,0.023226668269536472,0.02949282665150021,2.756633240384022,0.7257388699821856,5.33,0.0836,17,4
UofM_only,combined,XGBoost,5,top20,0.6849323077791999,0.02603072349682175,0.03390418873774805,3.0919119442762004,0.702924915738087,1.42,0.079,17,4
UofM_only,combined,GradBoost,5,top20,0.6829944223246915,0.028085896328976477,0.034008296071527104,3.340437756509318,0.6751769591777252,40.17,0.0482,17,4
UofM_only,combined,LightGBM,5,all,0.7070969472279109,0.025615819907177265,0.03268988329497009,3.0612343648729543,0.6958309279859125,7.29,0.0805,17,4
UofM_only,combined,XGBoost,5,all,0.6437669806937201,0.027742034122910802,0.03605109887264995,3.328615854771102,0.6478361910940273,2.0,0.0777,17,4
UofM_only,combined,GradBoost,5,all,0.6574044192321387,0.028922227643893968,0.03535430460214467,3.4432364159592166,0.662101859191841,46.09,0.0476,17,4
UofM_only,combined,LightGBM,10,top3,0.3986119965852847,0.034976976323304786,0.045968293513816365,4.160235579780144,0.1791628492238203,4.78,0.0732,17,4
UofM_only,combined,XGBoost,10,top3,0.5641471653709627,0.03392705237348671,0.03913370247707951,3.944631064887842,0.3719206607070813,0.82,0.0742,17,4
UofM_only,combined,GradBoost,10,top3,0.36725458091432395,0.037379149562431345,0.047151499246373796,4.43830810328319,0.13020397545723206,35.01,0.0409,17,4
UofM_only,combined,LightGBM,10,top5,0.37536129234653726,0.03761205017008223,0.04684847387821631,4.366086784974158,0.13194438714075585,5.17,0.0757,17,4
UofM_only,combined,XGBoost,10,top5,0.7247295927768578,0.024910277448794742,0.031100026860511134,2.8985530968462356,0.598663873968335,0.9,0.0793,17,4
UofM_only,combined,GradBoost,10,top5,0.6425942012268491,0.02795389244639191,0.03543739575536633,3.266489859172968,0.4837530755013832,35.98,0.0319,17,4
UofM_only,combined,LightGBM,10,top10,0.6644793714787915,0.02683618679699003,0.03433528169368738,3.1312001014245463,0.647792625224739,4.95,0.081,17,4
UofM_only,combined,XGBoost,10,top10,0.735028826476596,0.024111075390000316,0.030512677303616124,2.8401357508965512,0.7170547943397679,1.11,0.0837,17,4
UofM_only,combined,GradBoost,10,top10,0.7991174466673994,0.01989277179000613,0.026567586997686632,2.3135755569138343,0.7861677189342591,36.65,0.0315,17,4
UofM_only,combined,LightGBM,10,top20,0.7408053087139108,0.024490862546070528,0.03017825004284308,2.9086643316474077,0.7226142136930336,5.24,0.0806,17,4
UofM_only,combined,XGBoost,10,top20,0.8743813826520672,0.01760081432722179,0.0210091269772529,2.084613722440908,0.8335568852956101,1.39,0.0831,17,4
UofM_only,combined,GradBoost,10,top20,0.8138404455781372,0.018888365208457002,0.025575472553500095,2.230175547703554,0.8107316622605912,40.02,0.0472,17,4
UofM_only,combined,LightGBM,10,all,0.8218783992850303,0.020423648559212797,0.025017234307631468,2.4197696832314963,0.7893901385905407,7.44,0.0793,17,4
UofM_only,combined,XGBoost,10,all,0.7084887780609119,0.026405638265249345,0.032004322673757024,3.1585126859773527,0.6720991153255649,2.12,0.0749,17,4
UofM_only,combined,GradBoost,10,all,0.6417291174143802,0.028922372097412503,0.035480257104293034,3.464384206845868,0.6388551548537996,48.18,0.0467,17,4
UofM_only,combined,LightGBM,15,top3,0.35780841247115736,0.035336771953791674,0.04629861331791683,4.206522589892243,0.09414308674421867,5.07,0.0866,17,4
UofM_only,combined,XGBoost,15,top3,0.5375195841992715,0.03406880059863487,0.039290029153212495,3.9668942849999604,0.3318100474980571,0.85,0.0737,17,4
UofM_only,combined,GradBoost,15,top3,0.32083194021925165,0.037904707080726165,0.047612863840565414,4.502787752840228,0.039291655025836536,35.1,0.063,17,4
UofM_only,combined,LightGBM,15,top5,0.33497520599891917,0.0379130913071633,0.04711450105846852,4.409869720920178,0.05158485866350726,5.35,0.0822,17,4
UofM_only,combined,XGBoost,15,top5,0.6853522215055121,0.026829871911164847,0.03240768527455184,3.1318541331075083,0.546884386852839,0.92,0.0775,17,4
UofM_only,combined,GradBoost,15,top5,0.5463134206185962,0.02981789276337209,0.038914696159283856,3.5235975543460065,0.3186754905076815,35.55,0.0723,17,4
UofM_only,combined,LightGBM,15,top10,0.6221640583758501,0.028424079801316705,0.035512995926285026,3.349321466542869,0.6151211679788373,5.83,0.0886,17,4
UofM_only,combined,XGBoost,15,top10,0.710769787745372,0.024414773494047776,0.031071162749640783,2.865029565368818,0.6889754384134643,1.27,0.0789,17,4
UofM_only,combined,GradBoost,15,top10,0.754171257197165,0.02294755469928843,0.028645209819758637,2.6771196124700594,0.7320252465569986,39.78,0.0563,17,4
UofM_only,combined,LightGBM,15,top20,0.8551798344722659,0.017868020481564332,0.02198620117212433,2.1004493841938077,0.806583840606057,5.21,0.0771,17,4
UofM_only,combined,XGBoost,15,top20,0.8474142676768917,0.01872578997369026,0.022567977535294017,2.198604124474387,0.8128207529582514,1.3,0.0817,17,4
UofM_only,combined,GradBoost,15,top20,0.6880844131161827,0.02486814521844194,0.03226667512723063,2.9376175880638113,0.6763690576150254,40.1,0.0476,17,4
UofM_only,combined,LightGBM,15,all,0.8800264782148459,0.01598884283647241,0.020011441860026652,1.8760200436405594,0.8462925134511767,8.33,0.0791,17,4
UofM_only,combined,XGBoost,15,all,0.7773033762827757,0.0220194767525201,0.02726418337116605,2.612109813663075,0.7642952716661942,1.97,0.0772,17,4
UofM_only,combined,GradBoost,15,all,0.7687473069848243,0.02244303759224469,0.027782996046254563,2.624720804518648,0.7025612486836217,47.0,0.0547,17,4
UofM_only,combined,LightGBM,30,top3,0.45693426287416783,0.027407906757067124,0.04004959795350685,3.2535406644654015,0.1782439912674797,4.77,0.0769,17,4
UofM_only,combined,XGBoost,30,top3,0.4218617996504378,0.03678966062391925,0.041322614539329956,4.289687830242254,0.1529831042043614,0.84,0.0688,17,4
UofM_only,combined,GradBoost,30,top3,0.375025264850145,0.03062976390585315,0.042963849796702654,3.6359075153765676,0.035871943292745345,34.79,0.0472,17,4
UofM_only,combined,LightGBM,30,top5,0.5767876289933372,0.02656056430490413,0.03535502397614894,3.16600421739798,0.3361510161312251,5.19,0.0861,17,4
UofM_only,combined,XGBoost,30,top5,0.6974409460521919,0.02509358825884156,0.029893518555021075,2.9373744491423945,0.53922274726917,0.89,0.073,17,4
UofM_only,combined,GradBoost,30,top5,0.7092586136946375,0.022097444558793797,0.029303897560377677,2.632377247747122,0.5602826763348239,35.12,0.0472,17,4
UofM_only,combined,LightGBM,30,top10,0.68241123496213,0.025867311738923374,0.030627004635672323,3.0926036771252496,0.6136136340948756,5.08,0.0909,17,4
UofM_only,combined,XGBoost,30,top10,0.6970199359246396,0.025777749491054706,0.02991430970103971,3.0686402737148546,0.6362769973937348,1.1,0.0752,17,4
UofM_only,combined,GradBoost,30,top10,0.7349984732288415,0.02395672915910958,0.02797667817575987,2.8500828674147414,0.6840799555172968,37.22,0.0474,17,4
UofM_only,combined,LightGBM,30,top20,0.6800043438053429,0.024959479893601994,0.03074284111187385,2.9838001469224005,0.6702883855320809,5.66,0.0859,17,4
UofM_only,combined,XGBoost,30,top20,0.7589484431147879,0.022252857936415103,0.026682525271408113,2.668822411722978,0.7258184215527864,1.42,0.0795,17,4
UofM_only,combined,GradBoost,30,top20,0.6757717930171407,0.025328763833729537,0.030945489465007664,3.0187882199723686,0.6379775230940694,39.9,0.0415,17,4
UofM_only,combined,LightGBM,30,all,0.754420102198622,0.020955565095083756,0.02693198513974439,2.4700066623041765,0.7172313151901475,7.41,0.0793,17,4
UofM_only,combined,XGBoost,30,all,0.6968809534261261,0.024069991886156095,0.029921170034965854,2.8896652628559805,0.6566961283047383,1.92,0.0731,17,4
UofM_only,combined,GradBoost,30,all,0.7573452333035843,0.02090950441990382,0.026771109628377365,2.4673856642172622,0.7453997999371231,48.5,0.0476,17,4
UofM_only,combined,LightGBM,50,top3,0.5459099224562125,0.02584849242693012,0.03421860068980756,3.1448708733227027,0.4377588551266638,4.49,0.0749,17,4
UofM_only,combined,XGBoost,50,top3,0.4973550236936173,0.027948945772378504,0.036001609172993526,3.4195896952316893,0.42166576387932686,0.84,0.0724,17,4
UofM_only,combined,GradBoost,50,top3,0.3891032395730126,0.03022251639538549,0.03968945641205333,3.7197153438022212,0.294613608531687,34.35,0.0407,17,4
UofM_only,combined,LightGBM,50,top5,0.6035476974531111,0.02536678718185435,0.03197324474399701,3.071007031179074,0.5225750046825116,4.83,0.0732,17,4
UofM_only,combined,XGBoost,50,top5,0.5642317539473576,0.026265997967183357,0.03352115931057407,3.1932081189114863,0.47388278887330015,0.89,0.0669,17,4
UofM_only,combined,GradBoost,50,top5,0.5087972001340091,0.029265625656278913,0.035589481152380274,3.5349232611679082,0.41923702433411203,35.01,0.0481,17,4
UofM_only,combined,LightGBM,50,top10,0.38334397615753346,0.03201200878681897,0.03987610482077959,3.841944282512111,0.2796575977410184,5.32,0.0789,17,4
UofM_only,combined,XGBoost,50,top10,0.2695924919026188,0.03448760480458949,0.04339841357404173,4.133095079703965,0.23300304795542243,0.98,0.0758,17,4
UofM_only,combined,GradBoost,50,top10,0.33898886751102053,0.0320030201674336,0.04128531729481295,3.852779642060575,0.25727208205109064,36.22,0.0575,17,4
UofM_only,combined,LightGBM,50,top20,0.4109869224000149,0.029409468378634007,0.03897209104579422,3.5192204465846757,0.40568874594608195,5.78,0.086,17,4
UofM_only,combined,XGBoost,50,top20,0.6754568755736208,0.02363130278911886,0.02892860198233156,2.8493492049270053,0.6090517156363899,1.42,0.0872,17,4
UofM_only,combined,GradBoost,50,top20,0.7369823719325698,0.020384298110820775,0.026042559690523055,2.439011075321246,0.6873404242665279,40.46,0.06,17,4
UofM_only,combined,LightGBM,50,all,0.7226112510047151,0.01983560064944498,0.02674457252931021,2.3615985310996632,0.6935946161014264,7.12,0.0911,17,4
UofM_only,combined,XGBoost,50,all,0.8275936587226878,0.016183165299313237,0.02108472094752585,1.941101170678956,0.730916691959864,2.15,0.0767,17,4
UofM_only,combined,GradBoost,50,all,0.7909095014792037,0.017398694687046298,0.023219795409603203,2.0662055171235405,0.7275591749350907,51.28,0.0476,17,4
UofM_only,combined,Transformer,5,all,-0.09833747556501371,0.05011125220234199,0.06227601749650029,5.849961389257343,-0.21695738998360348,2.37,0.0057,17,4
UofM_only,combined,LSTM_Attn,5,all,-0.21936006437521494,0.05140926593673444,0.06561738435894224,5.95550035898005,-0.28338058395310844,4.48,0.0054,17,4
UofM_only,combined,TCN,5,all,-0.893312560602814,0.06825233437113448,0.08176436890016103,7.853682177797489,-1.1421910375230016,2.81,0.0038,17,4
UofM_only,combined,PINN,5,all,-1.0240794863211695,0.0671199972081755,0.08454086997064374,7.685006152873893,-1.2816952042330563,7.53,0.006,17,4
UofM_only,combined,HYBRID,5,all,-0.09100599387561914,0.05003419341145024,0.06206782103399329,5.875171531926835,-0.15089310484546187,2.83,0.007,17,4
UofM_only,combined,Transformer,10,all,-0.08317028102465507,0.04819448654229163,0.06028566366734506,5.684524883601764,-0.15919410652989563,2.89,0.0075,17,4
UofM_only,combined,LSTM_Attn,10,all,-0.1371049246514835,0.049640451357601714,0.061768342648705406,5.906441314376662,-0.16190791590229503,3.0,0.0054,17,4
UofM_only,combined,TCN,10,all,-0.5273500519606038,0.05734236190883018,0.07158713312592298,6.527451690112524,-0.704494641589047,2.67,0.0,17,4
UofM_only,combined,PINN,10,all,-0.18537170927170687,0.05078558848808623,0.06306566178198103,5.850965035951865,-0.33214491553214004,9.01,0.004,17,4
UofM_only,combined,HYBRID,10,all,-0.044714877167463474,0.04764216439971545,0.05920584284725715,5.497134409416124,-0.12722680756730065,3.01,0.004,17,4
UofM_only,combined,Transformer,15,all,-0.15383956589878411,0.04936605352235146,0.06078657040858974,5.821911980757643,-0.3003204494471882,3.02,0.004,17,4
UofM_only,combined,LSTM_Attn,15,all,0.022593936401979042,0.04524611770336686,0.055946438121700234,5.256240519813144,-0.05453216510992809,2.98,0.004,17,4
UofM_only,combined,TCN,15,all,-0.47091689063175957,0.05653197593114201,0.06863236982913305,6.411581223488476,-0.7250080071181059,2.84,0.0056,17,4
UofM_only,combined,PINN,15,all,-0.6439208616520444,0.05983829034823126,0.07255634228394676,6.7470895046002,-0.8212479060775089,7.4,0.006,17,4
UofM_only,combined,HYBRID,15,all,-0.023775380930209478,0.0464298395368332,0.05725814425804888,5.3558485264913696,-0.12199419705708758,3.23,0.0061,17,4
UofM_only,combined,Transformer,30,all,-0.15822844827881433,0.045842247252538895,0.0573667089760798,5.5149703501801195,-0.2559124667746157,2.84,0.004,17,4
UofM_only,combined,LSTM_Attn,30,all,-0.06105515466104183,0.044743330071503384,0.0549075166280555,5.337598142307243,-0.16712601519651132,4.22,0.0063,17,4
UofM_only,combined,TCN,30,all,-0.4451790535342237,0.05018315072726195,0.06408016939564298,5.877755257511976,-0.7295284872469096,2.09,0.0087,17,4
UofM_only,combined,PINN,30,all,-0.04451006996890383,0.04452647568126679,0.05447774690040428,5.276242571183483,-0.17216472700839044,5.69,0.0044,17,4
UofM_only,combined,HYBRID,30,all,-0.020344464229399062,0.043561169742303,0.053843865199025474,5.120658311504118,-0.1360507387565975,3.66,0.0066,17,4
UofM_only,combined,Transformer,50,all,-0.19594121317016544,0.043684812434667056,0.054648738257276765,5.279761046593424,-0.4427941630613546,2.2,0.0017,17,4
UofM_only,combined,LSTM_Attn,50,all,-0.047531087707004094,0.040722504915927264,0.05114564776627102,4.912413480955567,-0.1405993142966942,4.87,0.0057,17,4
UofM_only,combined,TCN,50,all,0.018029146566701293,0.03977808076596144,0.04951930284303634,4.746076795056618,-0.07775874295102214,3.19,0.0081,17,4
UofM_only,combined,PINN,50,all,-0.5522199392610947,0.04836689104455082,0.062258958616742244,5.767429031262265,-0.9058905685555256,5.03,0.0,17,4
UofM_only,combined,HYBRID,50,all,-0.028760308135510337,0.041362978474303765,0.05068533521171412,4.917235585222661,-0.19437686701739992,3.94,0.0153,17,4
ISU_train_UofM_test,combined,LightGBM,3,top3,0.4593554217877984,0.04237957027518912,0.05956245757184278,5.412924970947068,0.2744833452082804,10.03,0.4122,251,21
ISU_train_UofM_test,combined,XGBoost,3,top3,0.4427873916694057,0.04417312990149101,0.06046821519984472,5.639818760620468,0.2564524344726364,5.38,0.3696,251,21
ISU_train_UofM_test,combined,GradBoost,3,top3,0.48372669811520386,0.04161640915053842,0.05820449372878978,5.316372918426484,0.3484878730700954,117.35,0.252,251,21
ISU_train_UofM_test,combined,LightGBM,3,top5,0.17622235656396357,0.050782381005684954,0.07352273993204102,6.256245836701297,-0.4467186129643287,12.97,0.4217,251,21
ISU_train_UofM_test,combined,XGBoost,3,top5,0.3446626493281091,0.04652815511035137,0.0655766373573593,5.779807140566751,-0.09182570913974587,6.74,0.4132,251,21
ISU_train_UofM_test,combined,GradBoost,3,top5,-0.007196180809515784,0.05598151912209964,0.08129684988237992,6.9497763279229,-0.6042433436368277,141.67,0.2679,251,21
