model,config,global_R2,global_MAE,global_RMSE,global_MAPE,mean_cell_R2,mean_cell_MAE,mean_cell_RMSE,mean_cell_MAPE,n_cells,split,n_early,feature_set,n_features,eval_mode,best_params,train_time_sec,predict_time_sec,n_train_cells,n_test_cells
LightGBM,ISU_only_n10_top10,0.9039052873449908,0.02853331821903495,0.044839349397118304,4.174505507250002,0.8476097944282711,0.02861152673591605,0.040377292097524234,4.18248369221465,50,ISU_only,10,top10,10,combined,"{""subsample"": 0.7, ""reg_lambda"": 0.01, ""reg_alpha"": 1.0, ""num_leaves"": 31, ""n_estimators"": 200, ""min_child_samples"": 30, ""max_depth"": 8, ""learning_rate"": 0.05, ""colsample_bytree"": 1.0}",13.86,1.0617,201,50
XGBoost,ISU_only_n10_top10,0.895747892812822,0.028899117842061672,0.046703774120138354,4.139234133365543,0.846904184404924,0.028919385107771332,0.039975996744853866,4.140222708389157,50,ISU_only,10,top10,10,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.1, ""reg_alpha"": 0.1, ""n_estimators"": 200, ""min_child_weight"": 1, ""max_depth"": 6, ""learning_rate"": 0.05, ""gamma"": 0.0, ""colsample_bytree"": 0.9}",7.82,1.051,201,50
GradBoost,ISU_only_n10_top10,0.9150508267050785,0.027077153969091803,0.04215888678009489,3.8854722740297434,0.8642202479333109,0.027079677363089298,0.037682113818103706,3.88403197096053,50,ISU_only,10,top10,10,combined,"{""subsample"": 0.7, ""n_estimators"": 500, ""min_samples_split"": 2, ""min_samples_leaf"": 5, ""max_features"": 0.8, ""max_depth"": 5, ""learning_rate"": 0.05}",161.19,0.7931,201,50
LightGBM,ISU_only_n10_top20,0.9026742416822298,0.028417043795279356,0.045125648311804024,4.06283326744655,0.8425761427790609,0.028435852288616954,0.03927083562407843,4.06359385315255,50,ISU_only,10,top20,20,combined,"{""subsample"": 1.0, ""reg_lambda"": 0.01, ""reg_alpha"": 0.01, ""num_leaves"": 31, ""n_estimators"": 200, ""min_child_samples"": 20, ""max_depth"": 6, ""learning_rate"": 0.1, ""colsample_bytree"": 0.9}",16.4,1.1108,201,50
XGBoost,ISU_only_n10_top20,0.8904344597672541,0.030069964479251872,0.04787916286939435,4.295014209041372,0.8387014414310425,0.03008270361218134,0.04142801220918077,4.295000156810541,50,ISU_only,10,top20,20,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.1, ""reg_alpha"": 0.1, ""n_estimators"": 200, ""min_child_weight"": 1, ""max_depth"": 6, ""learning_rate"": 0.05, ""gamma"": 0.0, ""colsample_bytree"": 0.9}",12.57,1.1355,201,50
GradBoost,ISU_only_n10_top20,0.9140328643129954,0.027492131253981162,0.04241073359634018,3.93339103352724,0.8596257033944442,0.02753054900088272,0.03809626002244559,3.937033777880929,50,ISU_only,10,top20,20,combined,"{""subsample"": 0.7, ""n_estimators"": 500, ""min_samples_split"": 2, ""min_samples_leaf"": 5, ""max_features"": 0.8, ""max_depth"": 5, ""learning_rate"": 0.05}",228.86,0.7482,201,50
LightGBM,ISU_only_n10_all,0.8982652930872712,0.029497018815433464,0.04613644479608638,4.237370079360684,0.8461466961446242,0.029537323884728982,0.04055567924785352,4.241070883132354,50,ISU_only,10,all,48,combined,"{""subsample"": 1.0, ""reg_lambda"": 0.01, ""reg_alpha"": 0.01, ""num_leaves"": 63, ""n_estimators"": 300, ""min_child_samples"": 30, ""max_depth"": 5, ""learning_rate"": 0.03, ""colsample_bytree"": 0.9}",26.13,1.1337,201,50
XGBoost,ISU_only_n10_all,0.8929362790514459,0.02920226816178759,0.04732936990765444,4.174602199213762,0.8349546393972165,0.029271956657414132,0.04062918084997974,4.18254078874613,50,ISU_only,10,all,48,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.1, ""reg_alpha"": 0.1, ""n_estimators"": 200, ""min_child_weight"": 1, ""max_depth"": 6, ""learning_rate"": 0.05, ""gamma"": 0.0, ""colsample_bytree"": 0.9}",22.07,1.1019,201,50
GradBoost,ISU_only_n10_all,0.899476164367548,0.028917318812243454,0.04586105931088675,4.10872740088489,0.8409335476927605,0.02893381718405383,0.03997885561517917,4.109642666671253,50,ISU_only,10,all,48,combined,"{""subsample"": 0.7, ""n_estimators"": 500, ""min_samples_split"": 2, ""min_samples_leaf"": 5, ""max_features"": 0.8, ""max_depth"": 5, ""learning_rate"": 0.05}",324.44,0.8017,201,50
LightGBM,ISU_only_n15_top3,0.8739918843660588,0.03422740292067957,0.051260019608823135,5.034142511248853,0.8154938276594291,0.03418016233283203,0.04667494237090529,5.02363980918463,50,ISU_only,15,top3,3,combined,"{""subsample"": 1.0, ""reg_lambda"": 0.01, ""reg_alpha"": 0.01, ""num_leaves"": 63, ""n_estimators"": 300, ""min_child_samples"": 30, ""max_depth"": 5, ""learning_rate"": 0.03, ""colsample_bytree"": 0.9}",10.09,1.0737,201,50
XGBoost,ISU_only_n15_top3,0.8492498137456742,0.03812946781427661,0.05606714451529647,5.61702999552161,0.7896795020665724,0.03807938692427192,0.051159607976895144,5.605548077193765,50,ISU_only,15,top3,3,combined,"{""subsample"": 0.9, ""reg_lambda"": 1.0, ""reg_alpha"": 0.0, ""n_estimators"": 100, ""min_child_weight"": 3, ""max_depth"": 5, ""learning_rate"": 0.1, ""gamma"": 0.01, ""colsample_bytree"": 1.0}",4.48,0.9737,201,50
GradBoost,ISU_only_n15_top3,0.8749437196861687,0.03317317256886413,0.05106604961862971,4.903637110365746,0.8123361653168664,0.033201878913692216,0.046047434940155785,4.904184770259499,50,ISU_only,15,top3,3,combined,"{""subsample"": 0.9, ""n_estimators"": 100, ""min_samples_split"": 2, ""min_samples_leaf"": 20, ""max_features"": 0.8, ""max_depth"": 5, ""learning_rate"": 0.1}",99.55,0.6129,201,50
LightGBM,ISU_only_n15_top5,0.916978081684985,0.02632564474831488,0.04160790905233376,3.7619967245039416,0.8621937997237122,0.026344458082142697,0.03660105529185944,3.762572237229277,50,ISU_only,15,top5,5,combined,"{""subsample"": 1.0, ""reg_lambda"": 0.01, ""reg_alpha"": 0.01, ""num_leaves"": 31, ""n_estimators"": 200, ""min_child_samples"": 20, ""max_depth"": 6, ""learning_rate"": 0.1, ""colsample_bytree"": 0.9}",12.49,1.0853,201,50
XGBoost,ISU_only_n15_top5,0.8992014460644127,0.028935459649619057,0.04584655002107675,4.150698626473852,0.8473423042106647,0.028922669890564835,0.040107708674141006,4.146484773858861,50,ISU_only,15,top5,5,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.1, ""reg_alpha"": 0.1, ""n_estimators"": 200, ""min_child_weight"": 1, ""max_depth"": 6, ""learning_rate"": 0.05, ""gamma"": 0.0, ""colsample_bytree"": 0.9}",5.54,1.0081,201,50
GradBoost,ISU_only_n15_top5,0.923110989790547,0.025295467677887682,0.04004162044216226,3.6664092033702356,0.8700357187584907,0.025316849236225264,0.03564596468250978,3.6669414895553274,50,ISU_only,15,top5,5,combined,"{""subsample"": 0.7, ""n_estimators"": 500, ""min_samples_split"": 2, ""min_samples_leaf"": 5, ""max_features"": 0.8, ""max_depth"": 5, ""learning_rate"": 0.05}",125.33,0.7941,201,50
LightGBM,ISU_only_n15_top10,0.8930842780993804,0.029564411848244126,0.04721720719140292,4.264255543078105,0.8312918818227375,0.02961379193624235,0.04086301443527504,4.2679834826346745,50,ISU_only,15,top10,10,combined,"{""subsample"": 1.0, ""reg_lambda"": 0.01, ""reg_alpha"": 0.01, ""num_leaves"": 31, ""n_estimators"": 200, ""min_child_samples"": 20, ""max_depth"": 6, ""learning_rate"": 0.1, ""colsample_bytree"": 0.9}",12.19,1.0938,201,50
XGBoost,ISU_only_n15_top10,0.8919416226479564,0.028851893839854224,0.04746885217207616,4.141973744132208,0.8321928117577851,0.028892649804249323,0.04041799660688764,4.144971749488963,50,ISU_only,15,top10,10,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.1, ""reg_alpha"": 0.1, ""n_estimators"": 200, ""min_child_weight"": 1, ""max_depth"": 6, ""learning_rate"": 0.05, ""gamma"": 0.0, ""colsample_bytree"": 0.9}",7.74,1.0382,201,50
GradBoost,ISU_only_n15_top10,0.9164306994689296,0.026400227192093305,0.0417448488646713,3.7971736207274613,0.8629122070534967,0.026457560668982114,0.03729689844692654,3.8026751774857486,50,ISU_only,15,top10,10,combined,"{""subsample"": 0.7, ""n_estimators"": 500, ""min_samples_split"": 2, ""min_samples_leaf"": 5, ""max_features"": 0.8, ""max_depth"": 5, ""learning_rate"": 0.05}",160.93,0.7241,201,50
LightGBM,ISU_only_n15_top20,0.9012751527637498,0.028411080643565782,0.045372503692927044,4.073186116535851,0.8438459458543711,0.02845155762483381,0.0392820776986784,4.076337145830999,50,ISU_only,15,top20,20,combined,"{""subsample"": 1.0, ""reg_lambda"": 0.01, ""reg_alpha"": 0.01, ""num_leaves"": 31, ""n_estimators"": 200, ""min_child_samples"": 20, ""max_depth"": 6, ""learning_rate"": 0.1, ""colsample_bytree"": 0.9}",16.72,1.1404,201,50
XGBoost,ISU_only_n15_top20,0.8929179910923583,0.029350479184490255,0.0472539116038902,4.209467447831657,0.8330708822187799,0.029390434990524354,0.04088662919811215,4.212319297447567,50,ISU_only,15,top20,20,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.1, ""reg_alpha"": 0.1, ""n_estimators"": 200, ""min_child_weight"": 1, ""max_depth"": 6, ""learning_rate"": 0.05, ""gamma"": 0.0, ""colsample_bytree"": 0.9}",12.3,1.019,201,50
GradBoost,ISU_only_n15_top20,0.9106515480680331,0.02781975656019485,0.04316413335191757,3.9660151283150737,0.8441617541486311,0.027906161389042148,0.03858599195348069,3.975655113248993,50,ISU_only,15,top20,20,combined,"{""subsample"": 0.7, ""n_estimators"": 500, ""min_samples_split"": 2, ""min_samples_leaf"": 5, ""max_features"": 0.8, ""max_depth"": 5, ""learning_rate"": 0.05}",229.33,0.7285,201,50
LightGBM,ISU_only_n15_all,0.8857873390002049,0.030488130061816138,0.04880188919512745,4.373616969674022,0.8287611452687135,0.030531374590073043,0.04230081681197064,4.377114862776265,50,ISU_only,15,all,48,combined,"{""subsample"": 1.0, ""reg_lambda"": 0.01, ""reg_alpha"": 0.01, ""num_leaves"": 31, ""n_estimators"": 200, ""min_child_samples"": 20, ""max_depth"": 6, ""learning_rate"": 0.1, ""colsample_bytree"": 0.9}",32.12,1.0684,201,50
XGBoost,ISU_only_n15_all,0.8855574523162018,0.030412397644932906,0.04885097860744538,4.38409438996175,0.8124571069882863,0.03054184439178939,0.042014904622036386,4.399065001034419,50,ISU_only,15,all,48,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.1, ""reg_alpha"": 0.1, ""n_estimators"": 200, ""min_child_weight"": 1, ""max_depth"": 6, ""learning_rate"": 0.05, ""gamma"": 0.0, ""colsample_bytree"": 0.9}",22.32,1.0457,201,50
GradBoost,ISU_only_n15_all,0.90255161883701,0.0286729056141765,0.045078226762841726,4.063617893063584,0.8396374813476801,0.028732449705719216,0.039533571508819955,4.069937533133291,50,ISU_only,15,all,48,combined,"{""subsample"": 0.7, ""n_estimators"": 500, ""min_samples_split"": 2, ""min_samples_leaf"": 5, ""max_features"": 0.8, ""max_depth"": 5, ""learning_rate"": 0.05}",324.55,0.7238,201,50
LightGBM,ISU_only_n30_top3,0.8590581211250505,0.03624658104244184,0.05403361465052916,5.293582077527187,0.7380539050979074,0.03629524782021578,0.049255249268432166,5.294310947329104,50,ISU_only,30,top3,3,combined,"{""subsample"": 0.7, ""reg_lambda"": 0.01, ""reg_alpha"": 1.0, ""num_leaves"": 31, ""n_estimators"": 200, ""min_child_samples"": 30, ""max_depth"": 8, ""learning_rate"": 0.05, ""colsample_bytree"": 1.0}",9.77,1.0465,201,50
XGBoost,ISU_only_n30_top3,0.8420255848609438,0.03923530674703132,0.05720544534609625,5.782636667320268,0.7319091963517351,0.039154260619520966,0.05226243738566483,5.763125764643976,50,ISU_only,30,top3,3,combined,"{""subsample"": 0.9, ""reg_lambda"": 1.0, ""reg_alpha"": 0.0, ""n_estimators"": 100, ""min_child_weight"": 3, ""max_depth"": 5, ""learning_rate"": 0.1, ""gamma"": 0.01, ""colsample_bytree"": 1.0}",4.5,0.9563,201,50
GradBoost,ISU_only_n30_top3,0.8713779637493686,0.0341135735126157,0.051618060609417815,5.039149197112766,0.7376908869006751,0.03420255141969423,0.04695919377820394,5.045616567653072,50,ISU_only,30,top3,3,combined,"{""subsample"": 0.9, ""n_estimators"": 100, ""min_samples_split"": 2, ""min_samples_leaf"": 20, ""max_features"": 0.8, ""max_depth"": 5, ""learning_rate"": 0.1}",99.81,0.6076,201,50
LightGBM,ISU_only_n30_top5,0.9182289663163683,0.025904127652528152,0.041157002457809594,3.7293676942118825,0.8389034987556614,0.025923487416379714,0.0361325265767145,3.7282635715678953,50,ISU_only,30,top5,5,combined,"{""subsample"": 0.7, ""reg_lambda"": 1.0, ""reg_alpha"": 0.01, ""num_leaves"": 31, ""n_estimators"": 500, ""min_child_samples"": 5, ""max_depth"": 5, ""learning_rate"": 0.05, ""colsample_bytree"": 0.7}",10.89,1.1891,201,50
XGBoost,ISU_only_n30_top5,0.9008107100305245,0.028738194368040215,0.04532902560926004,4.146919327590562,0.8081104361145829,0.028781996457220283,0.03940691359634457,4.147261489119931,50,ISU_only,30,top5,5,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.1, ""reg_alpha"": 0.1, ""n_estimators"": 200, ""min_child_weight"": 1, ""max_depth"": 6, ""learning_rate"": 0.05, ""gamma"": 0.0, ""colsample_bytree"": 0.9}",5.51,1.0016,201,50
GradBoost,ISU_only_n30_top5,0.926552853607258,0.024731661920379976,0.03900600358771865,3.5956244493339624,0.8394688733998535,0.024834025445730514,0.034868672234135235,3.605070702501798,50,ISU_only,30,top5,5,combined,"{""subsample"": 0.7, ""n_estimators"": 500, ""min_samples_split"": 2, ""min_samples_leaf"": 5, ""max_features"": 0.8, ""max_depth"": 5, ""learning_rate"": 0.05}",129.19,0.8207,201,50
LightGBM,ISU_only_n30_top10,0.8960917933467082,0.028983067261330354,0.04639475840939059,4.19920593049949,0.7968852843889495,0.029068871478083506,0.03996709819467007,4.205744429107472,50,ISU_only,30,top10,10,combined,"{""subsample"": 1.0, ""reg_lambda"": 0.01, ""reg_alpha"": 0.01, ""num_leaves"": 31, ""n_estimators"": 200, ""min_child_samples"": 20, ""max_depth"": 6, ""learning_rate"": 0.1, ""colsample_bytree"": 0.9}",13.82,1.1595,201,50
XGBoost,ISU_only_n30_top10,0.8896061059425271,0.02990159085272084,0.047820765002106844,4.283357565080537,0.76616919942054,0.030008363163709098,0.04141747626490424,4.293056893787802,50,ISU_only,30,top10,10,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.1, ""reg_alpha"": 0.1, ""n_estimators"": 200, ""min_child_weight"": 1, ""max_depth"": 6, ""learning_rate"": 0.05, ""gamma"": 0.0, ""colsample_bytree"": 0.9}",8.01,1.0018,201,50
GradBoost,ISU_only_n30_top10,0.9063746054887771,0.027929755415251535,0.04403934217653194,4.018326183082657,0.8071918545113257,0.02800980723330011,0.038658808707270675,4.024862272935651,50,ISU_only,30,top10,10,combined,"{""subsample"": 0.7, ""n_estimators"": 500, ""min_samples_split"": 2, ""min_samples_leaf"": 5, ""max_features"": 0.8, ""max_depth"": 5, ""learning_rate"": 0.05}",161.83,0.7461,201,50
LightGBM,ISU_only_n30_top20,0.8940189412752007,0.029810219709883783,0.04685523492519851,4.303599029424578,0.7922001267518702,0.029874960913700503,0.040371867339061236,4.307424401150782,50,ISU_only,30,top20,20,combined,"{""subsample"": 1.0, ""reg_lambda"": 0.01, ""reg_alpha"": 0.01, ""num_leaves"": 31, ""n_estimators"": 200, ""min_child_samples"": 20, ""max_depth"": 6, ""learning_rate"": 0.1, ""colsample_bytree"": 0.9}",18.74,1.0702,201,50
XGBoost,ISU_only_n30_top20,0.8899216801269451,0.029871134254161658,0.04775236538932598,4.299950721951838,0.7821577580374792,0.02995393502225471,0.0410623390665483,4.306376282579857,50,ISU_only,30,top20,20,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.1, ""reg_alpha"": 0.1, ""n_estimators"": 200, ""min_child_weight"": 1, ""max_depth"": 6, ""learning_rate"": 0.05, ""gamma"": 0.0, ""colsample_bytree"": 0.9}",12.23,1.0339,201,50
GradBoost,ISU_only_n30_top20,0.9165604130834824,0.02683496119876497,0.04157479012718621,3.8627335845730726,0.8181126636060153,0.026974590427584322,0.037135382135294805,3.877859414258454,50,ISU_only,30,top20,20,combined,"{""subsample"": 0.7, ""n_estimators"": 500, ""min_samples_split"": 2, ""min_samples_leaf"": 5, ""max_features"": 0.8, ""max_depth"": 5, ""learning_rate"": 0.05}",229.51,0.7636,201,50
LightGBM,ISU_only_n30_all,0.884594263196619,0.03156746447507593,0.04889423909349405,4.512597922601576,0.7581300020276589,0.03177904828509609,0.04204073161554953,4.537785753933407,50,ISU_only,30,all,48,combined,"{""subsample"": 0.7, ""reg_lambda"": 1.0, ""reg_alpha"": 0.01, ""num_leaves"": 31, ""n_estimators"": 500, ""min_child_samples"": 5, ""max_depth"": 5, ""learning_rate"": 0.05, ""colsample_bytree"": 0.7}",29.76,1.1765,201,50
XGBoost,ISU_only_n30_all,0.8822958074626089,0.031208600081264897,0.04937873490917389,4.4748777454336555,0.7439163298021301,0.03145870800999069,0.042693725146027005,4.504830820371174,50,ISU_only,30,all,48,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.1, ""reg_alpha"": 0.1, ""n_estimators"": 200, ""min_child_weight"": 1, ""max_depth"": 6, ""learning_rate"": 0.05, ""gamma"": 0.0, ""colsample_bytree"": 0.9}",22.02,1.0811,201,50
GradBoost,ISU_only_n30_all,0.9037461847031543,0.028839415805162923,0.04465323927843986,4.129983141133787,0.7894961746327255,0.02896191889294303,0.03969876479475077,4.142605737037188,50,ISU_only,30,all,48,combined,"{""subsample"": 0.7, ""n_estimators"": 500, ""min_samples_split"": 2, ""min_samples_leaf"": 5, ""max_features"": 0.8, ""max_depth"": 5, ""learning_rate"": 0.05}",339.24,0.8341,201,50
LightGBM,ISU_only_n50_top3,0.8610433991693021,0.037017820459224186,0.05364161631893503,5.480640975372193,0.4369301904557301,0.036968806857037406,0.04921272028240528,5.462789628813932,50,ISU_only,50,top3,3,combined,"{""subsample"": 1.0, ""reg_lambda"": 0.01, ""reg_alpha"": 0.01, ""num_leaves"": 63, ""n_estimators"": 300, ""min_child_samples"": 30, ""max_depth"": 5, ""learning_rate"": 0.03, ""colsample_bytree"": 0.9}",9.28,1.0755,201,50
XGBoost,ISU_only_n50_top3,0.8482290314347486,0.03843854637482881,0.056060454886381665,5.728303444728029,0.36582081691881696,0.03841603012153668,0.05136958398242076,5.71061940986317,50,ISU_only,50,top3,3,combined,"{""subsample"": 0.9, ""reg_lambda"": 1.0, ""reg_alpha"": 0.0, ""n_estimators"": 100, ""min_child_weight"": 3, ""max_depth"": 5, ""learning_rate"": 0.1, ""gamma"": 0.01, ""colsample_bytree"": 1.0}",4.5,1.0201,201,50
GradBoost,ISU_only_n50_top3,0.8775925304777056,0.03400469040029797,0.05034614526621819,5.080269758064417,0.06826358541936174,0.03441526489748217,0.04654465890672387,5.127854736174604,50,ISU_only,50,top3,3,combined,"{""subsample"": 0.7, ""n_estimators"": 200, ""min_samples_split"": 2, ""min_samples_leaf"": 20, ""max_features"": 0.9, ""max_depth"": 4, ""learning_rate"": 0.05}",103.13,0.7923,201,50
LightGBM,ISU_only_n50_top5,0.9168857189355354,0.026852317950444234,0.04148585937155168,3.8892436416090526,0.5717095465537091,0.027113503323911412,0.037219108380443434,3.9190765435923085,50,ISU_only,50,top5,5,combined,"{""subsample"": 1.0, ""reg_lambda"": 0.01, ""reg_alpha"": 0.01, ""num_leaves"": 31, ""n_estimators"": 200, ""min_child_samples"": 20, ""max_depth"": 6, ""learning_rate"": 0.1, ""colsample_bytree"": 0.9}",14.21,1.1278,201,50
XGBoost,ISU_only_n50_top5,0.9018132290871456,0.028717875919731985,0.04509088437864289,4.175260319981346,0.4492955383867542,0.028977407188217442,0.0395007117082937,4.203885834467549,50,ISU_only,50,top5,5,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.1, ""reg_alpha"": 0.1, ""n_estimators"": 200, ""min_child_weight"": 1, ""max_depth"": 6, ""learning_rate"": 0.05, ""gamma"": 0.0, ""colsample_bytree"": 0.9}",5.73,1.0247,201,50
GradBoost,ISU_only_n50_top5,0.9239228187039065,0.025413469338066572,0.039690765150491976,3.7294607568126565,0.5922763970454293,0.025590529453199343,0.03579700058901911,3.7465912699612733,50,ISU_only,50,top5,5,combined,"{""subsample"": 0.7, ""n_estimators"": 500, ""min_samples_split"": 2, ""min_samples_leaf"": 5, ""max_features"": 0.8, ""max_depth"": 5, ""learning_rate"": 0.05}",124.9,0.8118,201,50
LightGBM,ISU_only_n50_top10,0.9068699956539572,0.02833603442402431,0.043914412414109184,4.130114315525089,0.44491820512720787,0.028646433673901586,0.03883093656184459,4.166686461136742,50,ISU_only,50,top10,10,combined,"{""subsample"": 1.0, ""reg_lambda"": 0.01, ""reg_alpha"": 0.01, ""num_leaves"": 31, ""n_estimators"": 200, ""min_child_samples"": 20, ""max_depth"": 6, ""learning_rate"": 0.1, ""colsample_bytree"": 0.9}",13.98,1.1248,201,50
XGBoost,ISU_only_n50_top10,0.9062687065336662,0.027539900198646914,0.044055949905600016,3.971294181314919,0.45862509811377367,0.027846294390667263,0.03832416281872241,4.008308196158586,50,ISU_only,50,top10,10,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.1, ""reg_alpha"": 0.1, ""n_estimators"": 200, ""min_child_weight"": 1, ""max_depth"": 6, ""learning_rate"": 0.05, ""gamma"": 0.0, ""colsample_bytree"": 0.9}",7.69,1.0515,201,50
GradBoost,ISU_only_n50_top10,0.9169051134086467,0.026734318062211188,0.041481018787498006,3.8801295724244995,0.5488330720984925,0.026955860825211682,0.0370627985074607,3.905106480411827,50,ISU_only,50,top10,10,combined,"{""subsample"": 0.7, ""n_estimators"": 500, ""min_samples_split"": 2, ""min_samples_leaf"": 5, ""max_features"": 0.8, ""max_depth"": 5, ""learning_rate"": 0.05}",160.48,0.7779,201,50
LightGBM,ISU_only_n50_top20,0.9015874675856049,0.02911508225987786,0.04514269350106216,4.219053277339917,-0.07136358486053704,0.029733843741283805,0.04071321014798463,4.298911668195924,50,ISU_only,50,top20,20,combined,"{""subsample"": 0.7, ""reg_lambda"": 0.01, ""reg_alpha"": 1.0, ""num_leaves"": 31, ""n_estimators"": 200, ""min_child_samples"": 30, ""max_depth"": 8, ""learning_rate"": 0.05, ""colsample_bytree"": 1.0}",19.23,1.125,201,50
XGBoost,ISU_only_n50_top20,0.8890257738910066,0.030487397379659855,0.04793727325839037,4.398409388570535,0.2827538688504607,0.03086955162916949,0.04197353805407458,4.445364502580556,50,ISU_only,50,top20,20,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.1, ""reg_alpha"": 0.1, ""n_estimators"": 200, ""min_child_weight"": 1, ""max_depth"": 6, ""learning_rate"": 0.05, ""gamma"": 0.0, ""colsample_bytree"": 0.9}",12.17,1.0316,201,50
GradBoost,ISU_only_n50_top20,0.9097879046810992,0.028191838578918778,0.04322098394863658,4.045327061923317,0.3188342831224752,0.028499827160848885,0.03879277598889897,4.08434258477627,50,ISU_only,50,top20,20,combined,"{""subsample"": 0.7, ""n_estimators"": 500, ""min_samples_split"": 2, ""min_samples_leaf"": 5, ""max_features"": 0.8, ""max_depth"": 5, ""learning_rate"": 0.05}",226.17,0.7527,201,50
LightGBM,ISU_only_n50_all,0.900699625791349,0.029933303524756785,0.04534586670823028,4.2864758012810364,-0.05345075098081371,0.030447482572386983,0.0407257061355343,4.35410590404463,50,ISU_only,50,all,48,combined,"{""subsample"": 1.0, ""reg_lambda"": 0.01, ""reg_alpha"": 0.01, ""num_leaves"": 63, ""n_estimators"": 300, ""min_child_samples"": 30, ""max_depth"": 5, ""learning_rate"": 0.03, ""colsample_bytree"": 0.9}",27.84,1.0965,201,50
XGBoost,ISU_only_n50_all,0.8763384216640548,0.030824208616857956,0.050603395277473165,4.457246322930208,0.06639553404560272,0.031335392695643026,0.042617325054531016,4.522997322354123,50,ISU_only,50,all,48,combined,"{""subsample"": 0.9, ""reg_lambda"": 0.1, ""reg_alpha"": 0.1, ""n_estimators"": 200, ""min_child_weight"": 1, ""max_depth"": 6, ""learning_rate"": 0.05, ""gamma"": 0.0, ""colsample_bytree"": 0.9}",23.3,1.0462,201,50
GradBoost,ISU_only_n50_all,0.8947897491708744,0.02988973902019079,0.0466757486556474,4.249241416452676,0.1528188136386579,0.03022992899053653,0.04081251521252518,4.293679798064222,50,ISU_only,50,all,48,combined,"{""subsample"": 0.7, ""n_estimators"": 500, ""min_samples_split"": 2, ""min_samples_leaf"": 5, ""max_features"": 0.8, ""max_depth"": 5, ""learning_rate"": 0.05}",368.28,0.7804,201,50
Transformer,ISU_only_n3_all,0.7749596096539786,0.059898351253743404,0.0717319104057254,8.258005891699986,0.6351321888840958,0.06084659749467909,0.07140103464415608,8.323700956526825,50,ISU_only,3,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 150}",40.79,0.0262,201,50
LSTM_Attn,ISU_only_n3_all,0.9437794417903496,0.024539064316043028,0.03585334976109019,3.616368959456927,0.8599837256747915,0.02620275696908542,0.03596413371422641,3.7691624966143924,50,ISU_only,3,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 150}",106.1,0.0296,201,50
TCN,ISU_only_n3_all,0.5829465981534614,0.07804142931953541,0.097651292325061,11.077975365898233,0.33155320855145265,0.08276078995686581,0.099088032429646,11.538034385241444,50,ISU_only,3,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 150}",51.61,0.024,201,50
PINN,ISU_only_n3_all,0.8779363295442036,0.040185743182219354,0.052829362943402784,5.697570590623345,0.698252224956892,0.04449490420883496,0.05633329539978121,6.203131159313103,50,ISU_only,3,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 200}",139.7,0.0455,201,50
HYBRID,ISU_only_n3_all,0.9261983510287712,0.028632507080746203,0.04107855837239222,4.095135024485882,0.8058255555279064,0.03185625173172654,0.04211978322793084,4.446333959964425,50,ISU_only,3,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 200}",86.44,0.0364,201,50
Transformer,ISU_only_n5_all,0.8626758519979658,0.040635647855778334,0.05598624385357093,5.945085151940888,0.7313498070098234,0.0429090464297224,0.05716283616766974,6.262796057005752,50,ISU_only,5,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 150}",72.0,0.0248,201,50
LSTM_Attn,ISU_only_n5_all,0.8044763107859678,0.05384942544314682,0.06680478434257645,7.544571805928689,0.6821167612674242,0.05537172690363601,0.06559485367030271,7.748129543605935,50,ISU_only,5,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 150}",55.57,0.039,201,50
TCN,ISU_only_n5_all,0.581880797445939,0.08536780489600643,0.09769175947749581,11.3222984861143,0.1049906267038348,0.09265029692551945,0.10265422319163169,12.17262749900917,50,ISU_only,5,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 150}",59.41,0.0212,201,50
PINN,ISU_only_n5_all,0.8558964237635729,0.04562830768597472,0.057351562478962795,6.344903165221186,0.7214409904565919,0.04878264235142735,0.05902471144250208,6.707294851433452,50,ISU_only,5,all,20,combined,"{""hidden"": 64, ""lr"": 0.001, ""epochs"": 200}",123.91,0.0504,201,50
